# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		82200		0.00052548110992
2.0		1.0		1.0		-1		82200		0.000508408045778
0.5		1.0		1.0		-1		82200		0.000547141952497
1.0		2.0		1.0		-1		82200		0.000589343123327
2.0		2.0		1.0		-1		82200		0.000570309151226
0.5		2.0		1.0		-1		82200		0.000613484476576
1.0		0.5		1.0		-1		82200		0.000460913923242
2.0		0.5		1.0		-1		82200		0.000445881273963
0.5		0.5		1.0		-1		82200		0.000479990958408
1.0		1.0		1.0		-1		306000		0.0
1.0		1.0		1.0		-1		306001		0.0
1.0		1.0		1.0		-1		306002		0.0
1.0		1.0		1.0		-1		306003		0.0
1.0		1.0		1.0		-1		306004		0.0
1.0		1.0		1.0		-1		306005		0.0
1.0		1.0		1.0		-1		306006		0.0
1.0		1.0		1.0		-1		306007		0.0
1.0		1.0		1.0		-1		306008		0.0
1.0		1.0		1.0		-1		306009		0.0
1.0		1.0		1.0		-1		306010		0.0
1.0		1.0		1.0		-1		306011		0.0
1.0		1.0		1.0		-1		306012		0.0
1.0		1.0		1.0		-1		306013		0.0
1.0		1.0		1.0		-1		306014		0.0
1.0		1.0		1.0		-1		306015		0.0
1.0		1.0		1.0		-1		306016		0.0
1.0		1.0		1.0		-1		306017		0.0
1.0		1.0		1.0		-1		306018		0.0
1.0		1.0		1.0		-1		306019		0.0
1.0		1.0		1.0		-1		306020		0.0
1.0		1.0		1.0		-1		306021		0.0
1.0		1.0		1.0		-1		306022		0.0
1.0		1.0		1.0		-1		306023		0.0
1.0		1.0		1.0		-1		306024		0.0
1.0		1.0		1.0		-1		306025		0.0
1.0		1.0		1.0		-1		306026		0.0
1.0		1.0		1.0		-1		306027		0.0
1.0		1.0		1.0		-1		306028		0.0
1.0		1.0		1.0		-1		306029		0.0
1.0		1.0		1.0		-1		306030		0.0
1.0		1.0		1.0		-1		306031		0.0
1.0		1.0		1.0		-1		306032		0.0
1.0		1.0		1.0		-1		306033		0.0
1.0		1.0		1.0		-1		306034		0.0
1.0		1.0		1.0		-1		306035		0.0
1.0		1.0		1.0		-1		306036		0.0
1.0		1.0		1.0		-1		306037		0.0
1.0		1.0		1.0		-1		306038		0.0
1.0		1.0		1.0		-1		306039		0.0
1.0		1.0		1.0		-1		306040		0.0
1.0		1.0		1.0		-1		306041		0.0
1.0		1.0		1.0		-1		306042		0.0
1.0		1.0		1.0		-1		306043		0.0
1.0		1.0		1.0		-1		306044		0.0
1.0		1.0		1.0		-1		306045		0.0
1.0		1.0		1.0		-1		306046		0.0
1.0		1.0		1.0		-1		306047		0.0
1.0		1.0		1.0		-1		306048		0.0
1.0		1.0		1.0		-1		306049		0.0
1.0		1.0		1.0		-1		306050		0.0
1.0		1.0		1.0		-1		306051		0.0
1.0		1.0		1.0		-1		306052		0.0
1.0		1.0		1.0		-1		306053		0.0
1.0		1.0		1.0		-1		306054		0.0
1.0		1.0		1.0		-1		306055		0.0
1.0		1.0		1.0		-1		306056		0.0
1.0		1.0		1.0		-1		306057		0.0
1.0		1.0		1.0		-1		306058		0.0
1.0		1.0		1.0		-1		306059		0.0
1.0		1.0		1.0		-1		306060		0.0
1.0		1.0		1.0		-1		306061		0.0
1.0		1.0		1.0		-1		306062		0.0
1.0		1.0		1.0		-1		306063		0.0
1.0		1.0		1.0		-1		306064		0.0
1.0		1.0		1.0		-1		306065		0.0
1.0		1.0		1.0		-1		306066		0.0
1.0		1.0		1.0		-1		306067		0.0
1.0		1.0		1.0		-1		306068		0.0
1.0		1.0		1.0		-1		306069		0.0
1.0		1.0		1.0		-1		306070		0.0
1.0		1.0		1.0		-1		306071		0.0
1.0		1.0		1.0		-1		306072		0.0
1.0		1.0		1.0		-1		306073		0.0
1.0		1.0		1.0		-1		306074		0.0
1.0		1.0		1.0		-1		306075		0.0
1.0		1.0		1.0		-1		306076		0.0
1.0		1.0		1.0		-1		306077		0.0
1.0		1.0		1.0		-1		306078		0.0
1.0		1.0		1.0		-1		306079		0.0
1.0		1.0		1.0		-1		306080		0.0
1.0		1.0		1.0		-1		306081		0.0
1.0		1.0		1.0		-1		306082		0.0
1.0		1.0		1.0		-1		306083		0.0
1.0		1.0		1.0		-1		306084		0.0
1.0		1.0		1.0		-1		306085		0.0
1.0		1.0		1.0		-1		306086		0.0
1.0		1.0		1.0		-1		306087		0.0
1.0		1.0		1.0		-1		306088		0.0
1.0		1.0		1.0		-1		306089		0.0
1.0		1.0		1.0		-1		306090		0.0
1.0		1.0		1.0		-1		306091		0.0
1.0		1.0		1.0		-1		306092		0.0
1.0		1.0		1.0		-1		306093		0.0
1.0		1.0		1.0		-1		306094		0.0
1.0		1.0		1.0		-1		306095		0.0
1.0		1.0		1.0		-1		306096		0.0
1.0		1.0		1.0		-1		306097		0.0
1.0		1.0		1.0		-1		306098		0.0
1.0		1.0		1.0		-1		306099		0.0
1.0		1.0		1.0		-1		306100		0.0
1.0		1.0		1.0		-1		306101		0.0
1.0		1.0		1.0		-1		306102		0.0
1.0		1.0		1.0		-1		322500		0.0
1.0		1.0		1.0		-1		322700		0.0
1.0		1.0		1.0		-1		322900		0.0
1.0		1.0		1.0		-1		323100		0.0
1.0		1.0		1.0		-1		323300		0.0
1.0		1.0		1.0		-1		323500		0.0
1.0		1.0		1.0		-1		323700		0.0
1.0		1.0		1.0		-1		323900		0.0
1.0		1.0		1.0		-1		305800		0.0
1.0		1.0		1.0		-1		305801		0.0
1.0		1.0		1.0		-1		305802		0.0
1.0		1.0		1.0		-1		305803		0.0
1.0		1.0		1.0		-1		305804		0.0
1.0		1.0		1.0		-1		305805		0.0
1.0		1.0		1.0		-1		305806		0.0
1.0		1.0		1.0		-1		305807		0.0
1.0		1.0		1.0		-1		305808		0.0
1.0		1.0		1.0		-1		305809		0.0
1.0		1.0		1.0		-1		305810		0.0
1.0		1.0		1.0		-1		305811		0.0
1.0		1.0		1.0		-1		305812		0.0
1.0		1.0		1.0		-1		305813		0.0
1.0		1.0		1.0		-1		305814		0.0
1.0		1.0		1.0		-1		305815		0.0
1.0		1.0		1.0		-1		305816		0.0
1.0		1.0		1.0		-1		305817		0.0
1.0		1.0		1.0		-1		305818		0.0
1.0		1.0		1.0		-1		305819		0.0
1.0		1.0		1.0		-1		305820		0.0
1.0		1.0		1.0		-1		305821		0.0
1.0		1.0		1.0		-1		305822		0.0
1.0		1.0		1.0		-1		305823		0.0
1.0		1.0		1.0		-1		305824		0.0
1.0		1.0		1.0		-1		305825		0.0
1.0		1.0		1.0		-1		305826		0.0
1.0		1.0		1.0		-1		305827		0.0
1.0		1.0		1.0		-1		305828		0.0
1.0		1.0		1.0		-1		305829		0.0
1.0		1.0		1.0		-1		305830		0.0
1.0		1.0		1.0		-1		305831		0.0
1.0		1.0		1.0		-1		305832		0.0
1.0		1.0		1.0		-1		305833		0.0
1.0		1.0		1.0		-1		305834		0.0
1.0		1.0		1.0		-1		305835		0.0
1.0		1.0		1.0		-1		305836		0.0
1.0		1.0		1.0		-1		305837		0.0
1.0		1.0		1.0		-1		305838		0.0
1.0		1.0		1.0		-1		305839		0.0
1.0		1.0		1.0		-1		305840		0.0
1.0		1.0		1.0		-1		305841		0.0
1.0		1.0		1.0		-1		305842		0.0
1.0		1.0		1.0		-1		305843		0.0
1.0		1.0		1.0		-1		305844		0.0
1.0		1.0		1.0		-1		305845		0.0
1.0		1.0		1.0		-1		305846		0.0
1.0		1.0		1.0		-1		305847		0.0
1.0		1.0		1.0		-1		305848		0.0
1.0		1.0		1.0		-1		305849		0.0
1.0		1.0		1.0		-1		305850		0.0
1.0		1.0		1.0		-1		305851		0.0
1.0		1.0		1.0		-1		305852		0.0
1.0		1.0		1.0		-1		305853		0.0
1.0		1.0		1.0		-1		305854		0.0
1.0		1.0		1.0		-1		305855		0.0
1.0		1.0		1.0		-1		305856		0.0
1.0		1.0		1.0		-1		305857		0.0
1.0		1.0		1.0		-1		305858		0.0
1.0		1.0		1.0		-1		305859		0.0
1.0		1.0		1.0		-1		305860		0.0
1.0		1.0		1.0		-1		305861		0.0
1.0		1.0		1.0		-1		305862		0.0
1.0		1.0		1.0		-1		305863		0.0
1.0		1.0		1.0		-1		305864		0.0
1.0		1.0		1.0		-1		305865		0.0
1.0		1.0		1.0		-1		305866		0.0
1.0		1.0		1.0		-1		305867		0.0
1.0		1.0		1.0		-1		305868		0.0
1.0		1.0		1.0		-1		305869		0.0
1.0		1.0		1.0		-1		305870		0.0
1.0		1.0		1.0		-1		305871		0.0
1.0		1.0		1.0		-1		305872		0.0
1.0		1.0		1.0		-1		305873		0.0
1.0		1.0		1.0		-1		305874		0.0
1.0		1.0		1.0		-1		305875		0.0
1.0		1.0		1.0		-1		305876		0.0
1.0		1.0		1.0		-1		305877		0.0
1.0		1.0		1.0		-1		305878		0.0
1.0		1.0		1.0		-1		305879		0.0
1.0		1.0		1.0		-1		305880		0.0
1.0		1.0		1.0		-1		305881		0.0
1.0		1.0		1.0		-1		305882		0.0
1.0		1.0		1.0		-1		305883		0.0
1.0		1.0		1.0		-1		305884		0.0
1.0		1.0		1.0		-1		305885		0.0
1.0		1.0		1.0		-1		305886		0.0
1.0		1.0		1.0		-1		305887		0.0
1.0		1.0		1.0		-1		305888		0.0
1.0		1.0		1.0		-1		305889		0.0
1.0		1.0		1.0		-1		305890		0.0
1.0		1.0		1.0		-1		305891		0.0
1.0		1.0		1.0		-1		305892		0.0
1.0		1.0		1.0		-1		305893		0.0
1.0		1.0		1.0		-1		305894		0.0
1.0		1.0		1.0		-1		305895		0.0
1.0		1.0		1.0		-1		305896		0.0
1.0		1.0		1.0		-1		305897		0.0
1.0		1.0		1.0		-1		305898		0.0
1.0		1.0		1.0		-1		305899		0.0
1.0		1.0		1.0		-1		305900		0.0
1.0		1.0		1.0		-1		305901		0.0
1.0		1.0		1.0		-1		305902		0.0
1.0		1.0		1.0		-1		13000		0.0
1.0		1.0		1.0		-1		13001		0.0
1.0		1.0		1.0		-1		13002		0.0
1.0		1.0		1.0		-1		13003		0.0
1.0		1.0		1.0		-1		13004		0.0
1.0		1.0		1.0		-1		13005		0.0
1.0		1.0		1.0		-1		13006		0.0
1.0		1.0		1.0		-1		13007		0.0
1.0		1.0		1.0		-1		13008		0.0
1.0		1.0		1.0		-1		13009		0.0
1.0		1.0		1.0		-1		13010		0.0
1.0		1.0		1.0		-1		13011		0.0
1.0		1.0		1.0		-1		13012		0.0
1.0		1.0		1.0		-1		13013		0.0
1.0		1.0		1.0		-1		13014		0.0
1.0		1.0		1.0		-1		13015		0.0
1.0		1.0		1.0		-1		13016		0.0
1.0		1.0		1.0		-1		13017		0.0
1.0		1.0		1.0		-1		13018		0.0
1.0		1.0		1.0		-1		13019		0.0
1.0		1.0		1.0		-1		13020		0.0
1.0		1.0		1.0		-1		13021		0.0
1.0		1.0		1.0		-1		13022		0.0
1.0		1.0		1.0		-1		13023		0.0
1.0		1.0		1.0		-1		13024		0.0
1.0		1.0		1.0		-1		13025		0.0
1.0		1.0		1.0		-1		13026		0.0
1.0		1.0		1.0		-1		13027		0.0
1.0		1.0		1.0		-1		13028		0.0
1.0		1.0		1.0		-1		13029		0.0
1.0		1.0		1.0		-1		13030		0.0
1.0		1.0		1.0		-1		13031		0.0
1.0		1.0		1.0		-1		13032		0.0
1.0		1.0		1.0		-1		13033		0.0
1.0		1.0		1.0		-1		13034		0.0
1.0		1.0		1.0		-1		13035		0.0
1.0		1.0		1.0		-1		13036		0.0
1.0		1.0		1.0		-1		13037		0.0
1.0		1.0		1.0		-1		13038		0.0
1.0		1.0		1.0		-1		13039		0.0
1.0		1.0		1.0		-1		13040		0.0
1.0		1.0		1.0		-1		13041		0.0
1.0		1.0		1.0		-1		13042		0.0
1.0		1.0		1.0		-1		13043		0.0
1.0		1.0		1.0		-1		13044		0.0
1.0		1.0		1.0		-1		13045		0.0
1.0		1.0		1.0		-1		13046		0.0
1.0		1.0		1.0		-1		13047		0.0
1.0		1.0		1.0		-1		13048		0.0
1.0		1.0		1.0		-1		13049		0.0
1.0		1.0		1.0		-1		13050		0.0
1.0		1.0		1.0		-1		13051		0.0
1.0		1.0		1.0		-1		13052		0.0
1.0		1.0		1.0		-1		13053		0.0
1.0		1.0		1.0		-1		13054		0.0
1.0		1.0		1.0		-1		13055		0.0
1.0		1.0		1.0		-1		13056		0.0
1.0		1.0		1.0		-1		13065		0.0
1.0		1.0		1.0		-1		13069		0.0
